app_id,content,stars
1998,Gave it 5 stars but reduced to 1. It's a fun game at first but now it's full of HACKERS so don't bother wasting your time and money! Some players have a killer 1 shot gun that you can't get even with a paid subscription. Pvp is near impossible against these players. What gives? Need to level the pla...,1
1235,"I love it so much. Ive loved it before the new format and its still great. Tanks definitely feel easier to get now compared to all one currency. All i could ask is now that 2v2 is in how about Coop? I feel like that would be alot of fun (and opritunity for more ad rev wink wink brownie points)",5
1045,"Pretty fun game at first but it gets glitchy sometimes and the ""any purchase will remove commercial breaks"" is a straight up lie. Fix these issues and I may give it 4 stars.",2
1939,I kinda like it if im bored i can play this game online and offline thank you for making this game i love it so much.,5
844,"Rope frog ninja hero is awsome but it needs some updates like roller skatestransformers and rocket skate boards.Some new weapons like hammers and swords in gun shop and the armour design should be changed it so boring and some new magic powers like lightning webs and acid throwers.And the game need...",5
135,"This game has limited action and gaming experience it should have more animation and levels more places should add with levels. Except this this is a good game but the hero should have less powers it will make game more interesting",2
684,"Simply a wonderful game. The mechanics are great the graphics are state-of-the-art the gameplay is rich and rewarding I was utterly shocked when this was not given the game of the year award let alone century. This game triumphs over the likes of Ocarina of Time.",5
426,Very fun to play. Easy to learn. Hard to keep up at times. Can get a bit crazy. There are ads but it's only an option to click on it if you want to get extra coins or stay with the coins you already collected from playing the game. You can also spend money in the game to get weapons and other explos...,5
960,"Excellent game. Fun to play develops at a good steady pace. Lots of weapons and explosives to choose from which allows the user to fit the game around their playing style. And I love the quick missions great way to make extra coins. Only 1 complaint sometimes the ""watch video double reward"" fun...",5
1111,"I love this game! I am kind of torn right now because I spent a couple bucks to get triple presents and the game is still only giving me one present per round...... I am not happy about this. Also the game advertises to take away ads with any purchase...... I still have ads. Surprise surprise.........",1
1110,"The game is great! I love the gameplay and options of characters. Theres two reasons for the low rating however; way too many ads (even though I paid to have them removed) and you only get one chance with the raid boss. If you lose and want another chance to play you have to pay $0.99? What is that...",2
250,I love this game so much because the storyline like all you have to do is Hit the person 5 times and their done.,5
198,The game is so lag and also there are a lot of cheaters and hackers in the game.,1
1020,"This game is full of adventures but you should stop updating because the are some devices that cant carry all of those GB,like me i hope that you will read this and do something about it because i really enjoy playing this game",3
1558,Nice graphics but the performance is very bad,1
1347,"Gameplay very attractive and easytake out the enemy basethe graphics are amazingchallenging events every week with great achievements. The hardest part is to get legendary and wildcards but you can get them randomly dropped from chests. Advertisingso there are no pop up videos what makes it real...",5
1865,"The game is very pay-to-win and tries to make you buy things all the time. It also tries to make you watch ads for small amounts of extra in-game currency or other very small rewards. It is very hard to unlock rarer characters without paying large amounts of real money. Otherwise the gameplay is f...",3
337,Best game ever...it doesnt require low ping...eventough your ping is high..you still can play multiplayer...i keen like this game...add jump ability for all character...and add friends using nickname..love this game so much....for those who read this post...i wanna tell you that this is the best gam...,5
1411,"Simple fun slap. This game cannot be developed much further than it has already been, it's a very simple idea that has been well executed but to make it better pvp would be good.",2
691,"You just can't help laughing out loud at the charactors and their ""pre-slap"" routines. Better learn how to train up and have enough health and power to compete. Timing on when tovslap is crucial!!!! Never gets old or routine.",5
779,It's very fun and also you could do lots of stuff you could get shield for free you can't get shells for free sometimes. The reason why you can't really get shields a lot because you have to waste some money sometimes I watch I add. It's it's the way life is so you might want to deal with it what wo...,5
706,"One of my ads probably ages ago let me actually play it. It was of course Tomb and I was very excited by the prospect of this kind of game that I loved in such simple and rather beautiful terms. And then I kind of exited from the ad? So I went searching after that until I found this game again....",5
1738,I really like this game. More then I thought I would. Edit: I've been doing the missions and the game keeps glitching out. The screen will distort & it'll either go black or exit itself. I've noticed it mostly happens when the snakes appear.,5
1627,I find this game to be one of my favorite mobile games. The fact you can unlock different masks that increase the randomized amount of coins and the frequency of boosters in an endless arcade mode adds more to the game. The only complaints I have about this game are the fact you use a shield when yo...,4
1551,I like this but can you add multiplayer (but you play with a random player that you team up with and the friends you by are allowed and your weapons and the robot) also can you add player zombie mode so can select the big zombies that are crazy or the small ones (so you are a zombie instead of a hum...,5
221,It was a good game it was the best game I played by these creaters in a long time keep going I appreciate it the only thing it is a place where you practice and be able to play with the other characters by choice.,5
431,"The game before the update was so much better and fun I loved the idea of properties and all  but now with all of these landmarks and little missions to increase the level it's really difficult to play it. I can barley get anything from the shop anymore. I want the old game back",3
279,"I like this game because I get to do what ever I want its just that there is no multiplayer mode. I think almost everyone would play this game if it had multiplayer mode some players doesn't like the gang thingy and some other players does. I with the ones who doesn't. SO GAMELOFT PLZ Do us a fav...",4
1690,"I like to play this game I am very interested and excited to play this game but whenever I start it asks to enter age and choose gender I enter my age as 21 and my gender as male but when I click on submit nothing happens I click again on it and it says please enter your age and gender first. I tr...",1
1741,"I like this game. It's fun satisfying and chill. The only things are: -It should be a little more diverse with the gameplay because it's just the same thing over and over with only settings changing -It has a LOT of ads.. -Some of the maps are weird and glitchy (this goes for pretty much the whole...",4
1246,I don't really like this game that much! One reason is that it takes WAY to long to load 1 time when I was playing it took me 1 hour for it to load and it is IMPOSSIBLE to play on Cumputer for me it is and if your Cumputer has a touch screen it would still be Super hard. When i tried to play it once...,1
722,"I gave it a 3stars bc I am a poor sport but this game if u are way I head of everyone someone automatically is right behind you. I know you can go on the side and get ahead and I did that, and I was ahead by a lot like a lot a lot. then what do u know someone is magically there in front of me😠",3
244,"Got the No.1 among the cup ranking  don't know is real or not ,show I'm the no 1 in the list. Username Eisenhower. But I use another phone to check is different 😕😑",4
486,"Really fun and easy controls too many add options though most of the time when I restart an Ad it's better than purchases I guess and it's fun but gets boring easy I wanted a puzzle like how I do it it's just simple stuff there is no thought process it's fun but too simple to stay fun",3
1761,I don't want to complain about the adds but I get an add after almost evey level. Any of the guns or outfits you have to watch an add for you can get because there are no adds available. If you scale back on the adds so i can actually watch them when i need to unlock something it would get better ra...,2
54,Best game I've ever played it like like when you hit somebody in the chest like they blow up in her whole body like he's so funny and like sometimes only one of their I look like it's dead it's like the best game I've ever played it so fine and I just want other people to play it because it's the be...,5
283,"ame Ever! IDK WHY EVERYONE keeps complaining about adds yes  there are adds but not a lot of them. Also all of the adds are just one's you can exit out of as soon as you see them. His game is seriously my go-to especially because you don't need WiFi for the offline version. A lot of people don't ...",5
72,"Great mechanics. Needs updated though and bots removed. Update suggestions? Statistics; how long do you normally get? How long do you normally play? How many players do you kill? Can I see the leaderboards after I die? Can I keep watching the area after I die? Those are simple suggestions. Sound wo...",4
1279,This is a very good game. I play this game every day nonstop the only bad thing about it is the advertisement sometimes. Once in a while advertisement does appear it it anoy s me because I always want to continue with the amazing game . Hope everyone can take this app as amazing as I do,5
1333,"After the last update the game is not working properly. Everything slowed down image functions while playing.",3
1385,I am huge fan of Miraculous and this game is awesome. But something missing. The superpowers. I know there are powerups in the game but I am talking about special powers of each character like: luckycharm and cataclysm(and I also know these are level items name). I want to create my own game but I d...,5
1025,"This game is real fun. But it has SO MANY glichtes!! When i installed it and stared playing no glicht then 2 minutes later the game was FROZEN i would give it a higher rating if they fix that glicht!!! Fix the glich and i will give a higher rating",2
194,"I absolutely love this app. The graphics are incredible and the levels are super fun. They start as easy and they progress which i really like. I finished all the levels so hopefully soon more levels come. �? 10/10 recommend!!",5
663,"Concept and gameplay is great. however as many others have stated once you get around lvl30 the matches are grossly uneven. Dont get me wrong I love a challenging match against skilled player but this is ridiculous! Opponents are rockin higher grade weapons with maxed out upgrades as well as armo...",1
547,"It would be fair if the game would start when both sides have 5 players each for both sides during team matches. There should be a Reporting System too when certain players went AWOL or not contributing to the match. It would be good if we can share the results of the matches afterwards. Lastly con...",4
569,"The graphics is so much awesome also the ad is such a beautiful sight to see after frustrating game when meet cheater with panzerfaust unlimited ammo. Why you guys doesn't make the oflline game like Soldiers: Heroes of World War II. You know what! Overall is good but make sure you made some offline...",2
243,It's a pretty good game but I have some problems with it 1 the auto fire is pretty bad you will constantly miss shots and the auto aim also hinders you by switching targets every two seconds making it so you cant focus and if you disable those the shoot button is in the worst possible area it could ...,3
720,This is the best game it has everything . I really like it . The best game i ever played . I used to play subway surfers then the charecters was too expensive and i was soooo bored. Then i got ads of this game i thought it will be dump but i was wrong this is a amazing game . Sooooo good.☺😊😀�?😃😄...,5
325,The game is totally awesome. There are total nine levels.The levels are also easy to complete only the last level is demanding much money and daimonds to complete. The event of flowers made me complete the levels fast. The event is too good.,5
1842,This is the best game .First I want to download a good game that gana suit me but for three weeks I wasn't able to find a god game that I will stay with a whole year or more and this is the perfect game for me to stay with and it does not have to many adds.,5
606,I like it but it you can't get other run places and no new monster the're cost is way too much! I think they should lower the price and you should be able to use the game money that you earn not real money all that company wants is money. And people to play it i kinda like it.😒😊,3
813,I really enjoy this game but unfortunately I'm not great at it. Typically it takes me less than a minute to make a run and 30 second ads play after every run. This means I'm spending as much time watching ads as i do playing the game.,1
235,Awesome game �? . amazing time pass and perfectly amusing..but I wud suggest to reduce the diamond requirements for other maps .like 500 is way too high.,5
293,"This fire line trigger game is best for those who love gangster killing and army shooting with modern guns and sniper rifles. ",5
1175,Best FPS Game. Smooth control with new attractive challenges. Must download and play u will like it.,5
35,This app is really good for shooting game. I really appreciate you. Keep it up.....,5
175,"This game suckrubbish. Too many ads",1
911,"Good game at the beginning. Then after a while you're hit with the fact that no matter how good you are some guy who spends money (more than you) will have the advantage over you. Not to mention the hacking and cheating meaning that suddenly after you're dealing with equal adversaries you get...",1
759,"Hi, when I recently downloaded the game I had no problem with lagging but then it started lagging and I can't play right so I lower the graphics and the FPS to 30 But it still lagging please fix the problem",3
786,This game is so cool the graphics and the guns look so realistic and is it looks like you're in a deathmatch and this game is so cool because it had like gun skins and I love this game so much so you can and so you don't like to download the game it's fun,5
652,"The game is fun at first but it seems written to be an add server rather than a game. As others have said it takes 5-15 seconds to complete a level each level followed by a 15 second ad. I've completed over 600 levels and the gameplay gets no more difficult. As you complete more levels you earn ...",1
1380,The game was very fun and all that I had to do was turn on airplane mode and play. I got all the different ball shooters and then uninstalled it. I am reinstalling it because the game is very good and a great time killer. There are a lot of ads but just turn on airplane mode and you are going to be ...,4
1689,"Fun and mindless entertainment with very little need to get better with level ups. If you like shooting the legs off of ambling dummies and then watch them stagger and hop around this game's for you. But there are WAY TOO MANY ADS. One sometimes two between each level. And once I started seeing 30...",3
1748,Not very good game because it do not work smooth always hang but fighting is good and the vehicles are amazing I like it but the game has little improvement,4
1280,It is good game and I am liking this game very e much this game is is very effective and in in this game there is Nani e skate shop and guns,5
1680,Great game but should add wheelies to all the bikes,5
1940,"As of today for nearly a year of playing this game.. this is my very first time experiencing a super lagging play time. No matter what remedies i did when i started the game my connection disconnected immediately and i highly doubt about my internet connection is the problem because i have refresh...",1
650,Game very lag... F**king game...,1
1767,"Hero balance is a joke and so is this game. Lag lag lag all the time and I got disconnected over and over at the moonton screen even though I just joined a game. Maybe less players playing this game would solve the lag situation we're having right here and playing with AFK teammates every game must...",3
1714,"As I've seen several other people say the AIs are way too strong compared to you. That NEEDS to be addressed. Also the controls are a bit laggy and it'd be cool if you actually faced the direction you moved the joystick instead of whatever random direction the game thinks you should face. Could be...",3
816,"I love this game but it controls terribly I'm trying to kick enemies but you only turn when the game let's you and it costs 2ay to much to get anything at all so maybe also make things cheaper, that's all otherwise great game�?",1
1995,"This game sucks! It's really bad. I hate the gameplay the controls are somewhat unresponsive and the AI are incredibly unfair. This game is very frustrating to play. Uninstall!",1
1238,"Toxic communies op champ without a nerf keeping make new hero in recent time old champion could not receive some buff BTW assassin so goddam strong and they don't have any punishment",1
559,I hope the manufacturer can fix the problem that we need so much of time to reconnect although the wifi is so strong.,1
1581,"Only this game which give me the best time to play makes me feel comfortable. Sometimes it is broken but that is ok nothing is perfect.",5
1408,"1. Could not load the game after playing for a long time getting many strong fighters => uninstall and reinstall => lost all data. 2. Played from beginning again smoothly at first then the forever loading screen appeared and told me that I did not have internet connection and did not let me play ...",1
1478,I use to enjoy playing your app... But as time has gone on I started getting no data connection whether I was using Wi-Fi or my data... Now I am getting Everytime I go to play.... It takes me several attempts to get on... I personally don't like it and I don't have time to keep trying to get on so n...,1
1298,"Game is amazing but I'm having problems to log into my account often. The game says network connection is not strong and I have to keep trying all day until it starts. It's very frustrating and I have missed on many good opportunities in the game please fix it :(.",1
1316,"Used to play this game years ago & reinstalled it recently on another account/device. Although new elements have been added (needlessly) the matchmaking is worse you get very advanced level players when you're a newbie weapon acquisition & upgrades are horrible crate system is crazy. Add to that...",1
1233,"No much flying capacity and Bombs. Ads showing after every games. Ads seen for accessing weapons. After adscene most of the time lost for the configuration of the game. Time for weapons calculation needs only when the game starts. Also allow weapons for everyone. otherwise some one have access to w...",1
580,"This rating is only because of the connection issue. I have very good internet connection. All online games which are much larger and uses more data work for me perfectly. But mini militia never works. Please resolve the connectivity issue. I keep getting the error no network connection when my da...",1
566,"Good game idea poor execution. I assume the physics are correct but everything else is lacking: - The first car upgrade looks to be a year's worth of playing. - The dance the dummy does when setting a new record is in a word LAME. I think they tried to make it ""funny"" or ""cool""... But it comes ...",2
306,I don't mind games that have asked what you make it to where you can't click out of them and you have to close out the damn game in order to be able to play the game again sorry I think you just got uninstalled,1
1096,Great. Would be better if there was a target level,5
1928,I was hopeing that the game will be great but it takes forever to get on to the game and once I get on to the game it looks very good and I start it and then it stops and then kicks me of I was realy up set that the game was not good.,1
1335,It's a nice game .But there are too many adds but still I like it. Even my sister likes to play it and me too.,5
915,I like this game but there are somany ads problem in it so I will give 4 star But i like This game,4
786,Amazing game but I think it would be great if you added new weapons and I fo about them soon it's nice but it's a bit annoying when I'm saving up and ability and I move my finger and it's gets used. Maybe you could add a second button for the abilities and also when you pick a weapon it show its abi...,5
1665,"Great game! The newest updates are SWEET! Could you update all of the weapons visuals(I know you might be doing that) and maybe change some of the weapon powers? Great job updating the music! Also could you add more character skins and maybe weapons from other games? For example UNDERTALE?",4
837,"Awesome game - I totally recommend it if you enjoy trying out different weopons on an enemy. You can choose their level as well, so how good they are.",1
1572,I like this game .Some confusion is there. It is a great game. This kind game I like I like this game very much in this game many things are difficult but I in the movie do.I see that things that that it is very difficult we have to fight with the robot also and I'll like this game very much and I d...,5
593,This game is amazing in free time also this is offline but in this some glitter and problem like Mr sumit 5th mission and Jackson 8th mission repeated after complete so I request to creater resolve this problem,3
1190,I love it you can explore and more but should do better graphics,5
525,"Not a bad game. Sometimes buttons are bumped because of spacing vs finger size. Sometimes taping 2-3 times & button still doesn't go off. Should offer subscription to override pop-up ads & should keep those pop-up ads same rated as game. (AKA if a Y7/G rated for kids don't agree to advertise adult ...",3
865,You have to watch ads now just to play rounds. It used to be only to speed up round availability or product production. Its gotten too ad revenue crazy. Too many good games out there for this. Suspending use for now. If not fixed soon I'm going to uninstall the game.,1
1239,"I buy drone using plutoniom i'll use only for one day and the next day it disssappear it's hard to collect plutoniom it's just like waste of time to collect and play this game...",1
830,Stay away as it will take money and no update provided. It's been 3 days since I paid for the upgrade but still I have not received it. Avoid the purchase and game.,2
1909,Real Superhero Kung Fu Champion Game ; it is very nice and amazing friends there are alots if fun to play this game i really enjoyed this game i live it,5
595,Not as advertised and pretty stupid game. It's the same on each level and the special moves are not like the instructions say,1
1740,"Real superhero is very nice game. Having nice Graphics and resolutions. I never played before such a game like this amazing game ever played.",5
1469,"Naxeex I love your games I have about 4 in my phone but there's just one problem... I find them a bit sexist since there's no option for a female avatar in any that I've played😥😥",3
192,Please keep upgrading the vehicals the game gets hanged soon please make a note of this. Thank you very much.,5
1085,"The older version is betteryou need to make this game more fun by upgrading the vehicles accessing in buildings and improve on graphics and by so doing i'll give it five stars Thank you �?",3
886,I like this game. It is easy to play and make me relax. Sometime the runner is miss and I can't play. But I feel relaxed everytime I play. I love it.,4
307,The game is not responding,5
1883,The obstacles come at you really fast and you always have to start from the beginning when you lose 😖,2
3,"I think this game is not bad for a mobile game and its a very simple and addictive game. However every single time i complete like 5 lvls in a row my game crashes on me! Its super annoying and ppl keep saying theres ""a hell lotta ads"" but there rly is just 1 ad per 4 lvls. Its not that bad! I thi...",3
53,I paid for this game just for the hell of it and it said remove ads. When it really it didn't. Now with the new update you want people to subscribe to this game for $6 a week. GTFOH it ain't worth that much and it's repeats that same levels all the time. And now the ads are 3times as long. Looks lik...,1
633,Okay I've notcied recently that there are ads that don't do or show anything and you can't exit out of them! So I have to exit completely put of it and restart the game up which is annoying as hell since it happens every few levels! Please fix so I can give my original 5 star rating back to you guys...,1
1651,"This game is great but the only way to get any decent guns and equipment is to spend money I bought a tier last week and was really excited because I earned better rewards but when I went to the the next tier I had to purchase another one for 9.99. Screw all of that it was such a big letdown . I h...",5
1599,Not only do weapon upgrades be non existant . Infinite bullets run out ???? Even when you have 4 boxes ??????? What the f%*k ????? I used them up in a few hours of playing off and on ????? They are infinite bullets ... 4 boxes of them . Piss me off ....,3
1611,It's not 100% off line when off line can't use skins off line and use gold Lot what makes it lame when it's play to win type of game only playing it because if the coronavirus and have to stay home. Wish didn't have to keep pushing money developers!,2
1857,The game is fun and easy to pick up and you have the option to pay to remove the ads so that's great. I just don't like the fact that the ads are longer than the levels and that every single level is the same thing. Nothing changes but the enemies or character you're using. Everything else is the sa...,3
1780,"The game isnt bad but the unnecessary amount of ads is just so annoying it breaks up the flow of play and it's every single mission you have to sit through an ad. The game itself is good and fun and I would rate it 5 stars if they just weren't so obnoxious with the ads.",1
1845,"The game play is actually really fun. I played 7 levels then uninstalled because the ads are nonstop. They make the game unplayable. And $6.99 a week to get rid of the ads? 🤣🤣😂😂🤣🤣🤣 That's a joke. I wouldn't pay $6.99 once.",2
797,I love this game its awesome thats why I would give it a 4🌟 reveiw. The only promlem I ever had with it is that the characters take soooo long to get to. Thats not really a big deal though. You can also play against another person. This is one of my favourite games and I have to say the people who ...,4
685,I like blue because in his world you have a cannon that will shoot you out instead of just taking the risk of just jumping across the road and getting flattened by a truck or a car. I 'd like it if we could go over the shadows. Great job in the making of Crossy Road .You succeeded a lot .😄🎉🎉🎊u a...,5
1157,I really likr this game! It is very soothing to play but I dont really like how the game doesnt have music in the back round. I highly recomend this game for other people who is trying to find a game to get for fun. My favourite part of this game is how when you get back in the game if you accidenta...,4
1469,"Challenging crazy all out F***ing worm warfare. I love it. Lot's of simple strategy. I'm curious how some people have scored trillions of points. It doesn't seem possible. I have played for a few hours and only been able to reach 3million points before losing my worm. I love the run function.",5
551,The thing that I liked most in this game is its controls. The controls of this game are much better than any other game. I have been playing this game for 1 month .I have not felt any discomfort while playing the game till now. The graphics are fantastic.,5
537,"no online play you play offline against bot.. there should be option to play online even better party with friend.. even if you have to add some bot in online play it better than play with bot only",1
1380,Fun game but when you get above 1 million in size controls don't work properly. Worm doesn't always turn or try turning and it goes a different way.,3
771,"This is an edit as I was given a reply by the creators of this game first I'd like to point out that they say ""it is absolutely possible to achieve high results without spending real currency"" but neglect the fact grenades and armor plates are limited without buying more in the end. Take their vers...",1
575,"Please code the game properly. Firstly you need to add a load out choice at the start of the match. Secondly please can you not let us respawn where there are enemies.....i played a game where I was constantly respawned in an area where their entire team was and kept getting wrecked. Such a great g...",2
1618,"This is like other fps games but I like this a lot more than other fps on the phone. I enjoy this but I have a suggestion there should be a crouch/prone button. I don't really care about a jump button. This should have it so you can change the gamemode. Other than all of this this game is pretty g...",4
1553,"Love this ducking and dodging and weaving and trapping gaaaaaaaame!! Its great and horribly kills time so dont do it in the 5 min wait. Youll be playing for hours youll be so addicted!! You cant pause it due to the multiplayer affect i guess...but omg! I cant stop playing!!",5
133,"It's a decent game I installed it on my children's tablets to play. I don't allow YouTube in my house it is blocked from my children's tablets. However the community button opens a full YouTube search bar. I've had to uninstall this game for that reason.",2
1601,It would be more fun if we can get to play with our friends by connecting through FB or any unique id. Real opponent will make this game more interesting 😇,4
1605,"The advertisements are total OVERKILL! They appear after almost every level and even worse they appear after you lose a life which makes it hard to pick up where you left off when you return to the game. It takes away all the enjoyment from this game which is really a shame because it's a really c...",3
1815,It's a good game. But there are sooooooooooooooooooooooooooooooooooooooooo many ads. Right after the level a add will come on. But I give it a 4 star because the game is fun.,4
1891,Great offline game to pass the time. Turn off your internet connection to stop seeing annoying ads.,5
728,"It's graphic content and instructions is clear and awesome easy to play and more adventurous with challenging levels it can played offline and online both .. Enjoying the game..",5
1453,Wonderful graphics.... easy to play and ads free. Really love this game.,5
673,This app is a great app. Best shooting game ever it is so nice because everything is just on point especially the graphics �?�?,5
1761,"Everything is good but the game everytime kicks me out. Then also it says the connection is good but it says 999+ then I can't even pick up my weapons. You should really fix this game because it's really fun but this game sucks when it has problems. This game is not that good anymore because of thi...",1
1530,"This is the best game ever I have seen  I don't know how they do it such a small game but the biggest in graphics the most best game ever I have seen  this game is unique because of gloowall skateboard zip lines and many more .free achieves more than 500 million downloads .great going Garena u c...",5
32,"Welcome to Garena. These Terms of Service set out the terms and conditions by which Garena Online Private Limited and its affiliates and subsidiaries (individually and collectively ""Garena"" ""we"" ""us"" or ""our"") offer: (a) our PC and mobile games (“Games�?); (b) the underlying Games client software...",1
502,"Previously i gave 5 stars but now i am giving 4 stars because after the kapella patch there is a lot of lag  ping and the enemy is still alive even after 3 headshots and 2 body shots with M4A1 (star general skin) but i had a strong internet connection. Enemies are not dead but the damage went over...",4
223,Great game my 3 year old loves. Educational and interactive,5
1334,So bad trash it just crashes every time waste of space believe me rubbish,1
824,this is a very good app you should download this it's interesting when you have to colour one number then that number is shared so that you can you will know that this number have to be share it and this is the best game in the world for me for colouringbecause my small sister always play this game ...,5
792,Love this coloring app. The only thing that stopped me from getting a 5 star was the amount of time it takes for the coloring pages to show up.,4
258,I think that it is amzing because you get all of these coloring pages and you get almost no adds at all. I think every one should get it.,5
359,The ads in the free version make it impossible for a toddler to play,1
725,the game is lots of fun for my child but I did the purchase all & lost them all when you go to the store it says I have them all but there locked & I followed all the steps it provides to get them back but now my child has to start the game back at square one and he still does have any of the stuff ...,3
1411,"It's a lot of fun exploring Sodor but if you could take it easy on the purchases I would greatly appreciate it. As for everyone complaining about the ads just turn off the wifi on your smart device it's not hard.",4
530,2 stars only because when I tried to try this game how should I talk to animals in 2 seconds this is the problem and also where is the letter option I tried this Game first time game not ask how to play please set this problem if you can.,2
456,It is good for children 3-5 years to learn the sound of animals,5
1246,very nice and good mobile and very harmful game for children at 1to9year old,5
1179,Good one. But should have zoom options for colouring..,4
93,Puzzles games are not work properly,2
929,Very nice app for kids' learning,5
323,This game is nice but you have to pay money to unlock everything or you can't go to another level.I am only giving this game two stars.Actually I should give it only one star.😑😣,2
268,It is a good game and very nice game but the complain is the add .I hate adds. This is why i gave only 3 stars.,3
533,"This game is so addicting and fun. But I'm on level 93 and no enemies are appearing. It seems this is a big because many other people are reporting this in their reviews. I would rate 5 stars but not until this bug is fixed.",1
851,The game its super cool im just iron man i just got a millon of the coins its so many its the fun game i kew it so many stick man iron man hulk captain america and others,5
830,This game is very fun and intense but level 93 doesn't work I tried restarting but it didn't work the player to fight doesn't appear and it is invisible I tried so many times but it doesn't work please fix this,4
377,Awesome! For a start I think you guys did a great job. With regards to my suggestions future upgrade should include fighting helicopters from ground like shooting helicopters from the ground which should equipping the soldier with weapons such as rgps and mortals And a few fighting company it makes ...,5
